request_summon_healing_bad,"Do I detect healing properties? My dearest witch, this will not do, not at all.*We can't have the cultists being healed!*How dare you insult Notcthulu! I cannot bear to be in your presence.",,,,,,,
request_summon_healing_neutral,"Do I smell healing properties? My dear witch, this will not do, not at all.*We can't have the cultists being healed! I assume you meant no disrespect to our tentacled lord.*I will return later with a new task.",,,,,,,
request_summon_healing_good,"Do I taste healing properties? My witch, this will not do.*We can't have the cultists being healed! This must be a mistake.*I do not believe such a wonderful and order following woman as yourself would purposefully incur the wrath of Notcthulu.*Farewell for now. I will return.",,,,,,,
,,,,,,,,
request_summon_invisibility_bad,"This tastes of ghosts... Have you brewed me an invisibility potion?!*Not entirely what I was after, though those that partake of this will certainly be convinced of my god's power.*Thank you, my dear. You may yet be of use to Notcthulu.",,,,,,,
request_summon_invisibility_neutral,"This tastes of the void... Have you brewed me an invisibility potion?!*Not really what I needed, though this will certainly be usefull to convince those of my god's power.*You have helped to bring an end to this sinful world.",,,,,,,
request_summon_invisibility_good,"This tastes of nothingness... Have you brewed me an invisibility potion?!*Not what I was after, though this will certainly be convincing of my god's power.*You will make a fine servant for Notcthulu.",,,,,,,
,,,,,,,,
request_summon_mana_bad,"The power...I can feel my power flowing . This is better than I had hoped!*When the cultists drink this they will surge energy.*You have hastened the end of all things!*Notcthulu smiles upon you, daughter of the abyss.",,,,,,,
request_summon_mana_neutral,"I feel the my energy surging!*When the cultists drink this they will burst with power!!*You have hastened the conclution!*Notcthulu smiles upon you, daughter of the abyss.",,,,,,,
request_summon_mana_good,"A mana potion? Oh, daughter of the abyss, this is wonderful!*When the cultists drink this they will surge with power.*You have sped up the summoning!*Notcthulu will soon visit you himself to give his thanks.",,,,,,,
,,,,,,,,
request_summon_null_bad,"A placebo? I suspect you thought you were sabotaging the ritual.*A curse upon you for trying to thwart the coming of an elder god.*This will be perfect, actually. The cultists will not be distracted with any innate effects.  ",,,,,,,
request_summon_null_neutral,"So, you have made a null potion. Very impressive.*It takes a careful eye to measure ingredients to cancel one another. You may make a good priestess yet.*I must go, but I shall return.",,,,,,,
request_summon_null_good,Praise his tentacled self!*It takes precision to measure ingredients to cancel one another. You may make a good elder god priestess yet.*Notcthulu smiles upon you!,,,,,,,
,,,,,,,,
request_summon_poison_bad,"You try to poison me!? Oh, my dear lost soul, you have no idea with whom you are dealing, do you...?*You'll find out.",,,,,,,
request_summon_poison_neutral,"A toxic brew, eh? Are you trying to kill me?*Poor lost human, you haven't the foggiest idea of the power you are meddling with here.*I shall give this to the cultists and their illnesses will hasten the coming of his great tentacled grace! ",,,,,,,
request_summon_poison_good,"!!!*A posion potion!*Dearest daughter of the abyss, you are far wiser than I anticipated.*The blood magic this will create upon the cultists' sickness will further hasten the coming of my elder god lord.*Notcthulu smiles upon you!",,,,,,,
,,,,,,,,
request_summon_sleep_bad,"Is this sheep I smell? Do you aim to put the cultists to sleep and stop their holy work?*My dear, you have no idea of the psychic power our great tentacled lord posesses, do you?*You will live to regret this decision...",,,,,,,
request_summon_sleep_neutral,"Is this lavender I detect?*My dear, you have no idea of the psychic power our great tentacled lord posesses, do you?*You have only created the cultists into ready vessels for his grace to dreamwalk. Thank you.",,,,,,,
request_summon_sleep_good,"A sleeping potion? Did you intend to put the cultists into a comma?*Dearest daughter of the abyss, your work is impressive, if ill advised.*I will return later for you to try anew.",,,,,,,
,,,,,,,,
request_summon_speed_bad,An exilir of quickness?*Summoning an elder god is difficult and it must not be done hastily.*You insult me.,,,,,,,
request_summon_speed_neutral,"An exilir of haste?*Summoning an elder god is hard and it must not be done so quickly.*I asusme you meant no harm from this, so I will return later and give you another chance.",,,,,,,
request_summon_speed_good,"An exilir of speed?*Summoning an elder god is tricky business and it must not be rushed.*However, I could give this to the apostles so that they may faster finish their psionic torturings.*You may prove a valuable asset yet.",,,,,,,
,,,,,,,,
request_summon_transformation_bad,"What do you aim to discover with this little parlor trick potion?*I am immune to such effects, puny human!*You insult Notcthulu! You will know his wrath.",,,,,,,
request_summon_transformation_neutral,"Tsk, tsk, tsk.*What did you think would happen, puny mortal?*Your poor attempts at discovering my identity will not go unnoticed.*Consider this a warning...",,,,,,,
request_summon_transformation_good,"Dearest prodigal daughter, what did you hope to accomplish?*Impressive effort, but I will not show you my true form. I know what you think I am.*You will not know me, prodigal daughter, but the mindflayers will know you...consider yourself warned.",,,,,,,
make black,,,,,,,,
request_rain_bad,"Hello, again. Allow me to remain a step or ten back from you.*Our great tentacled Lord has not been pleased with your actions. However, he has decided to give you a chance at redemption.*Brew me a potion I can mix with the rain to sow the seeds of order in this dreadfully chaotic town.",,,,,,,
request_rain_neutral,"Our great tentacled lord has been watching you, young one.*He requests that I give you a quest to prove your worth to the cause of order.*Make for me a potion that I can mix with the rain to contr-I mean help the people of this town.*",,,,,,,
request_rain_good,"Hail, daughter of the abyss.*The great old one smiles upon you from NotR'lyeh.*His grace requests that you brew a potion for me to mix with the rain and sow the seeds of order in town.*",,,,,,,
,,,,,,,,
request_rain_healing_bad,"Do I detect...life?*Oh, misguided youth, what would make you believe a healing potion would sow order?*Were all the townspeople healthy, they could get up to boundless mischeif.*Perhaps I was wrong putting my faith in you.",,,,,,,
request_rain_healing_neutral,"Do I smell...spring?*Poor , sad mortal. What ills fell upon you to make you believe a healing potion would sow order?*Were all the townspeople healthy, they could get up to boundless mischeif.*You disappoint me.",,,,,,,
request_rain_healing_good,"A... healing elixir?*My dear daughter of the abyss, this is very wrong.*We cannot have the townspeople full of life creating all manner of mischeif.*Alas, NotCthulu would be dreadfully unhappy with this. It's best I destroy it.",,,,,,,
,,,,,,,,
request_rain_invisibility_bad,What treachery is this!?*You seriously think making everyone in town invisible will bring order?* Are you daft?,,,,,,,
request_rain_invisibility_neutral,"Pardon me, miss. But I believe that the fumes of these potions may have gotten to your head.*No? Are you certain?*I know of no other reason one might believe that making everyone in town invisible is a good idea.",,,,,,,
request_rain_invisibility_good,Oh no.*No. This will not do at all.*We can't have everyone in town be invisible.*You have been gravely misled.,,,,,,,
,,,,,,,,
request_rain_mana_bad,What's this?*A mana potion!? My dear you are inspired!*I never should have second guessed your abilities.*This will focus the efforts of the humans resulting in higher productivity rates.*You're a becoming a great cook!*,,,,,,,
request_rain_mana_neutral,Is this a mana potion!? My dear you are inspired!*This will focus the efforts of the humans resulting in higher productivity rates.*You're a genius cook!*,,,,,,,
request_rain_mana_good,"Oh, daughter of the abyss, you're a godsend!*This will heighten the focus of the mortals tenfold!*They will run the risk of developing a reliance, but that's what the clinic is for.*Seven blessings.",,,,,,,
,,,,,,,,
request_rain_null_bad,"Are you joking?*I am no mere mortal. Placebos not fool me, nor can I rely on their effects.*Be gone, prankster.",,,,,,,
request_rain_null_neutral,"Are you toying with me?*I am no mere mortal. Placebos do not fool me, nor can I rely on their effects.*Perhaps I should return to my previous cook.",,,,,,,
request_rain_null_good,"My dear, I believe the potion fumes have gotten to your head.*This is a bunk batch.*In the future I suggest cutting it with more potent substances.*",,,,,,,
,,,,,,,,
request_rain_poison_bad,"A toxic concoction?*My dear, perhaps I misjudged you. This is wonderful!*There is no order like a deathbed.*His tentacled grace will be pleased.",,,,,,,
request_rain_poison_neutral,"Is this...a poison elixir?*Wonderful! You truly are an inspired being.*With this, the whole town will be ill, pausing the chaos.*Our great tentacled lord will be so pleased!",,,,,,,
request_rain_poison_good," This is...an elixir of toxicity?*I knew I could rightly trust in you.*With this, all will be ill, no one will oppose us.*Our great lord of tentacles will be so pleased!",,,,,,,
,,,,,,,,
request_rain_sleep_bad,"A potion of ZZZs?"" Huh. This is not what I would have expected, but it may be better.*Sleeping humans seldom get up to mischeif.*There may be hope for you yet. ",,,,,,,
request_rain_sleep_neutral,"A sleeping elixir?*Oh, sweet mortal, this is very useful.*You surprise me, little one. You may yet go far.",,,,,,,
request_rain_sleep_good,"Do I detect a hint of lavender?*Oh, sweet daughter of the abyss. This is wonderful!*Sleeping humans seldom get up to mischeif.*NotCthulu will be so very pleased.",,,,,,,
,,,,,,,,
request_rain_speed_bad,"A speed potion?*My dear, you are gravely misled. I was right to doubt you.*Such a brew would only increase the rate at which the townsfolk can get up to mischief. ",,,,,,,
request_rain_speed_neutral,"A quickening potion?*My dear, you have made a grave mistake. To think I ever believed in you.*Such a brew would cause the townsfolk can get up to mischief twice as fast.",,,,,,,
request_rain_speed_good,"Is this an accelerant?*Oh no, this will not do. *Such a brew would speedily increase the rate at which the townsfolk can get up to mischief.",,,,,,,
,,,,,,,,
request_rain_transformation_bad,"An elixir of alteration?*I knew I was right to distrust you. Do you really believe making the townsfolk a variety of animals would bring about order?*My dear, you have clearly never been in a barn.*",,,,,,,
request_rain_transformation_neutral,"An elixir of transformation?*Do you really believe making the townsfolk a variety of animals would bring about order?*My dear, you have clearly never read. This will not do.*",,,,,,,
request_rain_transformation_good,"An elixir of metamorphosis?*Oh dear daughter of the abyss, you are incorrect. Were the people of this town all animals, there woould be nothing but chaos.*This must be destroyed.",,,,,,,
,,,,,,,,
default,default text for receiving stuff. This shouldn't ever be shown.,,,,,,,
wait,I will have patience. I will be back at the same time tomorrow to collect the potion.,,,,,,,
no,The deep is disapointed with your disobedience. ,,,,,,,
@,,,,,,,,
request_summon,-.5,.3,1,.6,1,-.5,-.3,-.5
request_rain,-.5,-1,1,-.3,1,.6,-.5,-.3
request_shadows,-.5,1,.5,-.5,.3,-.5,-.3,1
,,,,,,,,
\Red_Robed_Traveler,,,,,,,,
red_robed_traveler,,,,,,,,
red_robed_traveler,,,,,,,,
@,,,,,,,,
intro,"Greetings, my dear little witch. I serve as the patron of the humble nearby town. The health and well being of the local townsfolk is of the utmost importance to me.*I pray that your intentions are the same.",,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
request_assess_bad,"Hello young witch, I pray the day has come that you use your skills for good. I would like you to share your intentions with me. *Will you bring me a potion that best displays what you have to offer the humble people of this town?*I hope, for their sake, it is a kind one.",,,,,,,
request_assess_neutral,"My dear young witch, as the patron deity of this small town, it is my duty to regularly assess the skills of its more... eccentric residents.*Will you bring me a potion that best displays what you have to offer the humble people of this town?",,,,,,,
request_assess_good,"My dear, I am here to assess your skills.*You are already such a kind and benevolent witch, I eagerly await to see what you have to offer.*Will you bring me a potion that best displays what you have to offer the humble people of this town?",,,,,,,
,,,,,,,,
request_assess_poison_bad,"I don't know what I expected.*You, my dear have much to learn about the world.","I don't know why you don't want to help people, my dear.*Your Aunt asked me to guide you, my dear, before...*...well, before she left this plane.","I can't believe this, young lady...*Although, at this point, I suppose I shouldn't expect more from you.*Your Aunt would be so disappointed in you.",,,,,
request_assess_poison_neutral,Ack! That didn't taste very nice.,Ack! This is horrible!*What did you just give to me?,"I don't think this is what I asked for...*Ahh, I'm not feeling very well.",,,,,
request_assess_poison_good,"Ack! Did you make a mistake, my dear?*This is definitely not what I asked for.","-choke- Was this some sort of prank, my dear?*Please do not do that again.",,,,,,
,,,,,,,,
request_assess_healing_bad,"You must forgive me if I am skeptical*-sniff- -sniff-*...*Alright, that's a healing potion alright. Thank you, my dear.","Oh, thank goodness it wasn't something horrible again.*Not that I can die, really, though.",,,,,,
request_assess_healing_neutral,"Excellent color! Lovely consistency. You have great skill, my dear.","Mmm, yes! A few drops of this in the well should take care of the village's little...*...problem.",,,,,,
request_assess_healing_good,"Simply wonderful! You've outdone yourself again, my dear.*Thank you, it's always a pleasure to come visit your little cottage.*I do miss visiting your Aunt here.","Are you using your Aunt's old recipe for these?*They're simply wonderful, I daresay more potent and healthful than hers, even!*Don't tell her I said that though, not that you could, my dear!*Forgive me, I forget your kind is still mortal.",,,,,,
,,,,,,,,
request_assess_invisibility_bad,"Hmm, a delicate flavor, balanced aftertaste...*Ah! Where did my hand go?*I can't believe you've done this again.",,,,,,,
request_assess_invisibility_neutral,"Um, did something happen?*Oh heavens, I can't see my hands!*I can't see my feet!*I'm leaving before you can do anything worse to me!","Oh dear, what just happened?*Ah! I'm gone! I hope this isn't going to last very long.",Heavens!*Did you really just turn me invisible?,,,,,
request_assess_invisibility_good,"Hmm, I can't say that this potion wor...*...ked... My dear! You've turned me invisible!*Was this supposed to be some prank? I can't say I find it very funny.",,,,,,,
,,,,,,,,
request_assess_mana_bad,"Are you sure this is okay?*-sniff-*Ah, you actually gave me a real potion this time. Thanks, I suppose.",,,,,,,
request_assess_mana_neutral,"Ah, what a lovely mana potion my dear.*I can feel the magic running wild through my veins.",Simply wonderful!*I feel so energetic. I'm ready to seize the day!,"I do love the color of a good mana potion, my dear. It's just like the sky on a bright sunny day.*Thank you, my dear.",,,,,
request_assess_mana_good,"Ahh, Wonderful. Simply wonderful.*Have I ever told you why I love mana potions so much, my dear?*They're nostalgic. When I drink one, I feel like I did when I performed magic before I even became me.*Back then, it was so rare to feel such power flow through my body.","Mmmm, so much power in such a small bottle, my dear.*Your potions are potent, your Aunt would be proud.*Have I ever told you about the special potions she would make for me? They were quite similar to this.*I wonder if she still has her old recipe around somewhere. I would love to have it again, my dear.",,,,,,
,,,,,,,,
request_assess_null_bad,"Oh well, at least it wasn't something horrible this time.*I guess you are slowly changing your ways, miss.","Did you mess up when trying to poison me again, miss?","This isn't even a real potion, miss, what is this even supposed to do?",,,,,
request_assess_null_neutral,"My dear, I know you're still learning, but I don't think this potion turned out quite right.*Is it supposed to be a sleeping potion? If so, you should add some Catnip or Lavender next time.","Um, what is this supposed to be, my dear?*If you were trying to make a healing potion, try adding some Lavender or Lambsgrass.","My dear, this potion isn't much of anything.*Are you having trouble making something work? It's alright, we all start somewhere.*You must always ensure that your ingredients have something in common if you want them to mix into something useful.",,,,,
request_assess_null_good,"That potion didn't feel very powerful, my dear. Please allow me to share some of my knowledge with you.*Mana potions can be very helpful, even for non-mages. Thistle and mugwort are both plants potent with arcane energies.*However, you must be careful with the mugwort. Too much in a potion and you'll make your customers sick!","My dear, I think this one didn't turn out quite right. Are you having trouble?*Nightshade is a powerful herb for its healing properties, but too much and it can become very toxic.*If you're trying to make a healing potion, be sure to add some Lavender or Lambsgrass too.",,,,,,
,,,,,,,,
request_assess_sleep_bad,"If I were mortal, would this put me to sleep?*Do I even want to know, or would I just be further disappointed in you my dear?","This is certainly a sleeping potion, my dear. A powerful one, too.*Given your record, I wouldn't be surprised if this sleeping potion was a little too powerful for its own good.",,,,,,
request_assess_sleep_neutral,"-Yawn- I'm already feeling calm and relaxed.*This is even better than the herbal tea I usually use to settle down. Thank you, my dear.","-Yawn- You know, this is even stronger than the sleeping potions your Aunt used...*...used to*...make.",,,,,,
request_assess_sleep_good,"Ahh, Thank you, dear. -yawn-*Do you know how hard it is to quiet your mind when you're a being like me?*Maybe someday you'll find out like, well...*like someone else did.*Who?*I'm tired, can we discuss this another time?","Mmm, A find potion, my dear. -yawn-*Another wonderful, fine potion.",,,,,,
,,,,,,,,
request_assess_speed_bad,"My dear, an actual potion!*-sip-*ahh, it's not bad at all!","Wonderful, my dear, a speed potion!*Now I can leave this cursed place even faster, before you trick me again.",,,,,,
request_assess_speed_neutral,Wow! Such energy in such a small bottle.*Do you ever put this in your tea in the morning? It would really get you going.,"Quite excellent. A few drops of this in the well should have the town's toadball team working wonders, don't you agree?*Does that count as cheating? What they don't know won't hurt!","My dear, you've learned so quickly!*Your Aunt would be so proud.",,,,,
request_assess_speed_good,"Another perfect potion, my dear!*Speed potions are helpful for many things, you know. You can give them to your local toadball team if you want your town to win the championship,*or you can give them to people who want to play tag!*There are so many happy things you can do with potions, my dear.",,,,,,,
,,,,,,,,
request_assess_transformation_bad,"Stop it, my dear! You know you can't see me like this.",Miss! Please! Do not transform me again!*I implore you!,,,,,,
request_assess_transformation_neutral,Ahh! You can't see me like this! You won't understand!,"Ack! My Dear, You've transformed me!*Please, you can't see me like this!","Quick my dear, close your eyes while I leave!",,,,,
request_assess_transformation_good,"My dear, I know you want to understand what, no, who I am.*But please, it is not the right time. Please be patient.",,,,,,,
,,,,,,,,
request_turnips_bad,"Young witch, it recently came to my attention that the town's beloved shopkeeper, Dante, has ordered too many turnips for his shop to sell!*He's unlikely to come to you in this time of strife, and I know you are typically unwilling to extend kindness to the residents of this town,*But perhaps, this once, you could make an exception and concoct a spell to make these tubers more useful to our town?*I will be sampling the brew first, of course, I wish not to endanger the townsfolk.*Please bring me a potion that will make these excessive turnips more useful!",,,,,,,
request_turnips_neutral,"My dear young witch, it recently came to my attention that the town's beloved shopkeeper, Dante, has ordered too many turnips for his shop to sell!*He's unlikely to come to you in this time of strife, but perhaps you could concoct a spell to make these tubers more useful to the town?*I will of course be sampling the brew before I act, I wish not to put the town in danger.*Please bring me a potion that will make these excessive turnips more useful!",,,,,,,
request_turnips_good,"My dear! Our town has experienced a terrible misfortune. Dante, our beloved shopkeeper, has ordered too many turnips for his shop to sell! *He's unlikely to come to you in this time of strife, but I know your skills can be of use on this issue.*Can you concoct a spell to help the town make use of these excessive tubers?*I will sample the brew first, of course, but I trust you to make a beautiful potion.*Please bring me a potion that will make these excessive turnips more useful!",,,,,,,
,,,,,,,,
request_turnips_healing_bad,"Wonderous, my dear! Turnips of healing!*As long as Dante has these turnips in stock, we don't have to worry about shipping medicine in from the city.*Thank you, my dear, you've done your town a great service for a change.",,,,,,,
request_turnips_healing_neutral,"Wonderous, dear! Healing turnips !*As long as Dante has these turnips in stock, we don't have to worry about shipping medicine in from the city. *Thank you, my dear, you've done your town a great service.",,,,,,,
request_turnips_healing_good,"Wonderous! Turnips of health!*As long as Dante has these turnips in stock, we don't have to worry about shipping medicine in from the city.*Thank you, my dear, you've done your town another great service.",,,,,,,
,,,,,,,,
request_turnips_invisibility_bad,"Invisible turnips? I guess you think you're clever, don't you?*Pretending we don't see the darn things doesn't fix how much money he spent on those turnips.",,,,,,,
request_turnips_invisibility_neutral,"Invisible turnips? Well, I guess we can all just pretend Dante didn't order too many...*This doesn't really fix the problem of how much money he spent on those darn things though.*Thanks for trying at least, though, my dear.",,,,,,,
request_turnips_invisibility_good,My dear! In what way will turning the darn things invisible help? *I guess we can just pretend he didn't order too many if we can't see them.*I hope his shop isn't hurt too much by these horrid vegetables.,,,,,,,
,,,,,,,,
request_turnips_mana_bad,"Magical turnips? Well I suppose it's not the worst solution you could have supplied.*Thank you, my dear, I'm pleased to see you taking interest in improving your town for once.",,,,,,,
request_turnips_mana_neutral,"Magical turnips? Well I suppose this won't make anything worse! *Thank you, my dear, and I'm sure Dante would thank you too if he knew I was going to 'improve' his wares.",,,,,,,
request_turnips_mana_good,"Magical turnips? How creative!*Wait, what will this even do to those darn vegetables?*Oh well, thank you, my dear, and I'm sure Dante would thank you too if he knew I was going to 'improve' his wares for him!",,,,,,,
,,,,,,,,
request_turnips_null_bad,"My dear, I don't think this brew will do much of anything to the turnips. *I don't feel much magical energy coming off of it.",,,,,,,
request_turnips_null_neutral,"Dear, I don't think this brew will do anything to the turnips. *I don't feel much magical energy coming off of it.",,,,,,,
request_turnips_null_good,I don't think this brew will do much of anything to the turnips. *I don't feel much magical energy coming off of it.,,,,,,,
,,,,,,,,
request_turnips_poison_bad,My dear! We don't want to hurt the locals!*I don't know why I even bothered coming to you for something like this.*Thus far you've done nothing to help the people of this town.*Your aunt would be very disapointed. ,,,,,,,
request_turnips_poison_neutral,Dear! We do not want to harm the locals!*I don't see what good poisioning these extra turnips will do for the town.*I hope you think through your actions more carefully next time.,,,,,,,
request_turnips_poison_good," I don't see how poisioning the turnips will help!*This is very dangerous, my dear,*I hope you think through your actions more carefully next time.",,,,,,,
,,,,,,,,
request_turnips_sleep_bad,"-yawn- you plan to make the turnips... sleepy?*Well, I suppose everyone who buys them will get a few good night's sleep. *This certainly isn't the worst prank you've pulled, my dear. ",,,,,,,
request_turnips_sleep_neutral,"-yawn- your plan is make the turnips... sleepy?*Well, I suppose everyone who buys them will get a few good night's sleep! *This might just be helpful, my dear.",,,,,,,
request_turnips_sleep_good,"-yawn- why, you plan to make the turnips... sleepy?*Well, I suppose everyone who buys them will get a few good night's sleep! *This is a powerful potion, my dear, but perhaps a little misplaced.",,,,,,,
,,,,,,,,
request_turnips_speed_bad,"Whoa! My dear! These turnips will increase the productivity of the town! *I feel like going for a run just from tasting this brew! *Thanks my dear, this will actually be a help to the town for a change.",,,,,,,
request_turnips_speed_neutral,"Whoa! dear! These turnips of speed will increase the productivity of the town tenfold! *I already feel like going for a run just from tasting this brew!*Thanks my dear, this will be a great help to the people of the town.",,,,,,,
request_turnips_speed_good,"Whoa! These turnips of speed will increase the productivity of the town tenfold! *I'm sure Dante would be greatful if he knew I was about to improve his wares. *Thank you, my dear, you've done your town a great service.",,,,,,,
,,,,,,,,
request_turnips_transformation_bad,Amazing! Transform the turnips into something more helpful!*Let's give it a try - I brought one of the darn things with me ...*...*Incredible! It transformed into a pumpkin!*This will certainly solve the problem for sure!,,,,,,,
request_turnips_transformation_neutral,Amazing! Transform the turnips into something more handy!*Let's give it a try - I brought one of the darn things with me ...*...*Incredible! It transformed into a tomato!*This will certainly solve the problem for sure!,,,,,,,
request_turnips_transformation_good,Amazing! Transform the turnips into something more useful!*Let's give it a try - I brought one of the darn things with me ...*...*Incredible! It transformed into a golden goblet!*This will certainly solve the problem for sure!,,,,,,,
,,,,,,,,
default,default text for receiving stuff. This shouldn't ever be shown.,,,,,,,
,,,,,,,,
wait,"Of course, of course, I will be back tomorrow at the same time. Good evening.",,,,,,,
no,"Too bad, my dear.",,,,,,,
@,,,,,,,,
request_assess,1,-.3,.6,0,-1,.3,.3,-.4
request_turnips,.5,-.3,.2,0,-1,-.1,.3,1
,,,,,,,,
\White_Robed_Traveler,,,,,,,,
white_robed_traveler,,,,,,,,
white_robed_traveler,,,,,,,,
@,,,,,,,,
intro,"You there, young witch, so new to the ways of the world*You wish to grow your power, yes? I think I may be of help in that quest.*I have no name, young witch, but do not fear, the spirits of nature will make your path forward clear.",,,,,,,
overworld_night_full_bad,"The full moon shines upon us this night, casting us all with her chaotic light. *Do you creep through the underbrush wishing to harm? *If not I suppose I have no cause for alarm...","Can you feel the roots in the dirt and ground? As one so out-of-touch with nature it's strange you're around*Beware on these nights when the moon is full, as those who reject her can't feel her pull","You, a witch who rejects the wild, what brings you out to the woods, my child?*Do you perhaps feel the moon calling to you? Perhaps the moon sees what you're going through.*She calls you back to her, back to your roots, why is it her power you refute?",,,,,
overworld_night_full_neutral,"The full moon shines upon us this night, casting us all with her chaotic light. *Do you wish to learn more of the ways of her fae? *Or do you, like the people, want to keep her at bay?","Dig in your feet to the soft forest floor, if you reach our to the full moon she might tell you more*Close your eyes and speak with her now, for under the full moon is the only time she'll allow","Welcome to the woods on a moonlight night, study the trees illuminated bright.*Do you see the spirit of the lune in their bark? Or are you blind and see only dark?",,,,,
overworld_night_full_good,"The full moon shines upon us this night, casting us all with her chaotic light. *Have you come to commune with the spirits of nature?*With the grace of the forest, you'll be in no danger.","Dear friend of the forest, kind and wise, do you see the moon full with your witching eyes?*Tonight's the night where nature reigns strongest, and draws out the beautiful chaos the longest.","Ah, witch of the woods, you dance for the moon, for she called you out this night to commune.*This is the night you can speak with her clear, and from the forces of nature have nothing to fear.",,,,,
,,,,,,,,
request_transform_bad,"You there, young witch, so dead inside, do you want another chance to be allied?*Bring me a potion, nice and neat, that for me will be a special treat.*Make it change the drinker so, an animal form it might bestow.",,,,,,,
request_transform_neutral,"You there, young witch, training to be strong, want to join in on my drinking song?*Bring me a potion, nice and neat, that for me will be a special treat.*Make it change the drinker so, and animal form it might bestow.",,,,,,,
